;Unnamed: 0;year;countryName;regionName;NUTRITION_ANAEMIA_CHILDREN_PRE;CM_03;CHILDMORT5TO14;CM_01;CM_02;MDG_0000000001;MDG_0000000020;MDG_0000000007;WHS4_544;WHS4_100;WSH_SANITATION_BASIC;WHOSIS_000003;WHOSIS_000014;WHS8_110;WSH_WATER_BASIC;TB_e_inc_num;WHOSIS_000016;HEMOGLOBINLEVEL_CHILDREN_MEAN;HEMOGLOBINLEVEL_PREGNANT_MEAN;NCD_HYP_PREVALENCE_C;NCD_HYP_PREVALENCE_A;NUTRITION_ANAEMIA_NONPREGNANT__x;NCD_HYP_CONTROL_C;NCD_HYP_TREATMENT_A;NUTRITION_ANAEMIA_REPRODUCTIVE_x;NUTRITION_ANAEMIA_PREGNANT_NUM;NUTRITION_ANAEMIA_CHILDREN_NUM;CM_04;CHILDMORT10TO19;NCD_HYP_DIAGNOSIS_C;CHILDMORT_DEATHS_10TO14;HEMOGLOBINLEVEL_REPRODUCTIVEAG;CHILDMORT_MORTALITY_10TO14;NUTRITION_ANAEMIA_PREGNANT_PRE;HEMOGLOBINLEVEL_NONPREGNANT_ME;NUTRITION_ANAEMIA_NONPREGNANT__y;NCD_HYP_DIAGNOSIS_A;NCD_HYP_CONTROL_A;NUTRITION_ANAEMIA_REPRODUCTIVE_y;NCD_HYP_TREATMENT_C;POP;percent
620;620;2004;Sao Tome and Principe;Africa;198.7;124.0;36.94657;732.0;518.0;126.59022000000002;138.0;181.85799;99.0;96.0;73.42654999999999;19.90484;14.64073;91.0;210.44526;220.0;20.68878;103.0;107.0;129.39999999999998;138.4;196.863;11.2;48.7;204.921;6.239;52.554;58.0;73.67279;88.3;44.0;118.0;5.43656;163.60000000000002;119.0;196.863;91.3;11.0;204.921;46.49999999999999;157697.0;0.1260011287469007
621;621;2001;Sao Tome and Principe;Africa;208.2;128.0;46.38547;868.0;592.0;153.98182;117.0;230.29054;90.0;92.0;63.356080000000006;21.81638;15.42466;75.0;205.13335;170.0;26.94892;101.0;107.0;126.3;135.6;200.30400000000003;9.4;42.9;207.407;6.0120000000000005;49.737;74.0;82.05431000000002;84.0;52.0;117.0;6.51608;165.20000000000002;118.0;200.30400000000003;86.8;9.1;207.407;41.1;146258.0;0.14235118762734345
622;622;2002;Sao Tome and Principe;Africa;205.2;127.0;43.13839;824.0;568.0;144.51924;112.0;213.59325;92.0;92.0;66.70608;21.26572;15.18217;85.0;206.92579;170.0;24.76906;102.0;107.0;127.3;136.4;199.116;10.0;44.6;206.666;6.09;50.629;68.0;79.13881;85.2;48.0;117.0;6.15318;164.7;118.0;199.116;88.0;9.7;206.666;42.8;149841.0;0.13694516187158387
623;623;2003;Sao Tome and Principe;Africa;201.9;126.0;39.99075;778.0;542.0;135.42196;125.0;197.46433;94.0;94.0;70.06469;20.60186;14.90255;87.0;208.69798;190.0;22.68197;102.0;107.0;128.5;137.4;198.229;10.6;46.7;205.836;6.176;51.59;62.0;76.37056;86.60000000000001;46.0;117.0;5.79224;164.10000000000002;118.0;198.229;89.5;10.3;205.836;44.7;153762.0;0.13130682483318376
639;639;2000;Sao Tome and Principe;Africa;211.5;127.0;49.59854;908.0;612.0;163.36153000000002;119.0;246.93763;87.0;82.0;60.04103;22.19702;15.58504;69.0;203.34586;170.0;29.1308;101.0;107.0;125.4;134.6;201.07700000000003;8.9;41.2;208.219;5.922;48.834;80.0;85.12149;82.9;54.0;117.0;6.86633;165.60000000000002;118.0;201.07700000000003;85.69999999999999;8.6;208.219;39.5;143714.0;0.14716729059103498
2101;2101;2001;San Marino;Europe;36.0;1.0;3.8029;4.0;4.0;13.73951;0.0;15.46349;95.0;97.0;100.0;2.57634;2.84297;97.0;100.0;0.0;1.78194;122.0;120.0;;;35.059;;;35.726;0.087;0.4459999999999999;0.0;15.51758;;0.0;132.0;0.67998;49.8;132.0;35.059;;;35.726;;27335.0;0.1316992866288641
2102;2102;2002;San Marino;Europe;35.400000000000006;1.0;3.56577;4.0;2.0;12.72601;4.1;14.31821;95.0;96.0;100.0;2.36483;2.70932;96.0;100.0;1.0;1.66477;122.0;120.0;;;34.947;;;35.214000000000006;0.087;0.424;0.0;14.69919;;0.0;132.0;0.63891;49.2;132.0;34.947;;;35.214000000000006;;27969.0;0.12656870106188997
2103;2103;2003;San Marino;Europe;35.099999999999994;1.0;3.35201;2.0;2.0;11.81905;4.0;13.303639999999998;94.0;96.0;100.0;2.17228;2.58869;94.0;100.0;1.0;1.55867;122.0;120.0;;;34.535;;;35.01200000000001;0.087;0.4499999999999999;0.0;13.96081;;0.0;132.0;0.60231;48.900000000000006;132.0;34.535;;;35.01200000000001;;28601.0;0.12272298171392607
2119;2119;2000;San Marino;Europe;36.900000000000006;1.0;4.06697;4.0;4.0;14.91046;4.3;16.77804;96.0;98.0;100.0;2.81559;2.99317;99.0;100.0;1.0;1.91324;122.0;120.0;;;35.551;;;35.938;0.087;0.47;0.0;16.42137;;0.0;131.0;0.72453;50.39999999999999;132.0;35.551;;;35.938;;26823.0;0.137568504641539
2628;2628;2009;Dominica;Americas;83.69999999999999;18.0;9.8391;48.0;40.0;60.75451;6.5;70.22629;99.0;99.0;75.3437;18.60621;12.93393;99.0;94.93166;4.0;4.62107;117.0;118.0;147.5;143.0;73.08099999999999;38.6;124.8;73.803;0.422;3.872;4.0;24.74783;159.60000000000002;4.0;129.0;1.74775;75.6;129.0;73.08099999999999;158.2;38.5;73.803;126.0;68787.0;0.12167996859871776
2629;2629;2010;Dominica;Americas;84.6;19.0;9.83806;48.0;42.0;63.96916;13.0;73.65722;99.0;98.0;76.59938;19.56536;13.25789;99.0;95.05391;9.0;4.63988;117.0;118.0;148.9;143.6;72.282;40.5;127.2;73.20100000000001;0.408;3.84;4.0;24.4548;162.2;4.0;129.0;1.74026;74.69999999999999;130.0;72.282;160.4;40.4;73.20100000000001;129.0;68755.0;0.12304559668387753
2630;2630;2011;Dominica;Americas;84.8;19.0;9.85231;50.0;42.0;67.45854;3.2;77.38053;98.0;98.0;77.85506;20.58678;13.4538;99.0;95.17616;2.0;4.66965;117.0;119.0;149.7;143.8;71.461;42.50000000000001;129.3;72.156;0.405;3.871;4.0;24.19513;164.5;4.0;129.0;1.73201;73.5;130.0;71.461;162.3;42.1;72.156;131.4;68742.0;0.12335980914142736
2631;2631;2012;Dominica;Americas;85.19999999999999;20.0;9.86614;52.0;44.0;71.18639;11.0;81.35755;97.0;97.0;79.11074;21.6411;13.69163;99.0;95.29841;8.0;4.69553;117.0;119.0;149.89999999999998;144.0;71.021;44.3;131.0;71.72500000000001;0.394;3.842000000000001;4.0;23.9529;166.70000000000002;4.0;129.0;1.7254;72.60000000000001;130.0;71.021;164.0;43.9;71.72500000000001;133.6;68888.0;0.12367901521309951
2632;2632;2013;Dominica;Americas;85.5;21.0;9.89743;52.0;46.0;74.98812000000001;4.9;85.43184;96.0;96.0;80.36642;22.71163;13.92723;93.0;95.42066;3.0;4.733639999999999;117.0;119.0;149.9;143.9;70.568;45.900000000000006;132.5;71.16099999999999;0.393;3.776;4.0;23.6365;168.60000000000002;4.0;129.0;1.72007;71.5;130.0;70.568;165.6;45.5;71.16099999999999;135.3;68819.0;0.12423894564001221
2633;2633;2014;Dominica;Americas;86.2;21.0;9.9107;54.0;48.0;78.84009;1.6;89.54934;97.0;97.0;80.36642;23.74275;14.16164;94.0;95.42066;1.0;4.76807;117.0;119.0;149.6;143.7;70.542;47.4;133.5;71.246;0.394;3.731;4.0;23.284650000000003;170.2;4.0;129.0;1.712;70.80000000000001;130.0;70.542;167.2;46.7;71.246;136.7;69371.0;0.1242594167591645
2634;2634;2015;Dominica;Americas;86.69999999999999;23.0;9.89605;58.0;50.0;82.64641;11.0;93.57148;98.0;98.0;80.36642;24.73878;14.4095;96.0;95.42066;8.0;4.78146;117.0;119.0;149.4;143.7;70.52799999999999;48.7;134.4;71.23400000000001;0.405;3.724;4.0;22.87594;171.7;4.0;129.0;1.70281;70.4;130.0;70.52799999999999;168.5;47.900000000000006;71.23400000000001;137.8;70007.0;0.12384475838130471
2635;2635;2016;Dominica;Americas;87.3;24.0;9.83692;60.0;54.0;86.19423;8.1;97.31981;99.0;99.0;80.36642;25.6836;14.66933;96.0;95.42066;6.0;4.76187;117.0;119.0;149.1;143.4;70.81499999999998;50.0;135.10000000000002;71.52199999999999;0.407;3.75;4.0;22.42375;173.0;4.0;129.0;1.6857;70.19999999999999;130.0;70.81499999999998;169.8;49.1;71.52199999999999;138.5;70075.0;0.12458080627898678
2636;2636;2017;Dominica;Americas;87.7;24.0;9.72502;62.0;54.0;89.35161;1.6;100.67865;91.0;91.0;80.36642;26.54243;14.89895;77.0;95.42066;1.0;4.70829;117.0;119.0;148.9;143.3;70.994;51.0;135.60000000000002;71.71300000000001;0.408;3.84;4.0;21.94976;174.0;4.0;129.0;1.66403;69.7;130.0;70.994;170.79999999999998;50.2;71.71300000000001;139.0;70403.0;0.12456855531724502
2637;2637;2018;Dominica;Americas;88.5;25.0;9.56915;64.0;56.0;91.97681;6.4;103.39904;94.0;94.0;;27.23324;15.07652;84.0;;5.0;4.63127;117.0;119.0;148.5;143.1;71.878;52.4;135.9;72.699;0.421;3.992;2.0;21.4837;175.2;4.0;129.0;1.63646;69.89999999999999;130.0;71.878;171.6;51.3;72.699;139.5;70823.0;0.12495940584273471
2638;2638;2019;Dominica;Americas;89.4;26.0;9.41364;66.0;58.0;93.86412;16.0;105.39872;99.0;99.0;;27.73026;15.2237;92.0;;11.0;4.55257;117.0;119.0;148.3;143.1;72.996;53.8;136.3;73.83800000000001;0.422;4.167;2.0;20.900230000000004;176.1;4.0;129.0;1.60752;70.19999999999999;129.0;72.996;172.5;52.7;73.83800000000001;140.0;71428.0;0.1251610012880103
2920;2920;2004;Saint Kitts and Nevis;Americas;73.19999999999999;11.0;10.39158;30.0;26.0;49.53084;4.9;59.28395;96.0;96.0;89.06709;13.88;10.0346;98.0;98.49973;2.0;4.83164;118.0;121.0;119.4;128.89999999999998;63.676;39.7;121.1;64.273;0.298;2.794;2.0;45.99765;150.6;4.0;130.0;1.85968;64.0;131.0;63.676;156.4;40.8;64.273;114.7;46580.0;0.15714899098325458
2921;2921;2001;Saint Kitts and Nevis;Americas;75.0;13.0;11.40837;38.0;30.0;56.78056;5.0;67.99658;99.0;99.0;87.10492;15.99163;10.91277;90.0;98.46235;2.0;5.39025;118.0;120.0;117.4;125.7;66.68799999999999;32.8;110.1;66.992;0.304;3.061;4.0;46.32898;145.1;4.0;130.0;2.01516;65.9;130.0;66.68799999999999;149.4;33.3;66.992;106.2;45986.0;0.16309311529595963
2922;2922;2002;Saint Kitts and Nevis;Americas;74.0;12.0;11.037870000000002;34.0;28.0;54.10694;7.5;64.77145999999999;97.0;97.0;87.75898;15.27893;10.60698;99.0;98.47481;3.0;5.18957;118.0;121.0;117.9;126.9;65.36500000000001;34.800000000000004;113.7;65.97699999999999;0.302;2.942;2.0;46.11195;146.8;4.0;130.0;1.95883;65.10000000000001;130.0;65.36500000000001;151.7;35.6;65.97699999999999;108.8;46264.0;0.1599515822237593
2923;2923;2003;Saint Kitts and Nevis;Americas;73.5;11.0;10.69361;32.0;26.0;51.64544;2.5;61.81969;99.0;99.0;88.41303;14.557;10.3223;98.0;98.48727;1.0;4.99971;118.0;121.0;118.6;127.8;64.144;37.2;117.5;64.753;0.299;2.8629999999999995;2.0;45.991020000000006;148.5;4.0;130.0;1.90623;64.5;131.0;64.144;154.0;38.1;64.753;111.7;46431.0;0.15829941203075532
2924;2924;2005;Saint Kitts and Nevis;Americas;72.9;10.0;10.13815;30.0;24.0;47.76918;0.0;57.15075;99.0;99.0;89.72114;13.2866;9.76451;99.0;98.51219;0.0;4.689500000000001;118.0;121.0;120.3;130.0;62.817;42.2;124.7;63.303;0.296;2.732;2.0;46.24403;152.6;4.0;130.0;1.82088;63.2;131.0;62.817;158.9;43.5;63.303;117.8;46725.0;0.15601926163723917
2925;2925;2006;Saint Kitts and Nevis;Americas;72.6;10.0;9.93615;28.0;24.0;46.39396;2.5;55.501810000000006;99.0;99.0;90.3752;12.79215;9.53716;99.0;98.52464;1.0;4.57528;118.0;121.0;121.7;131.0;61.891;44.7;128.0;62.576;0.295;2.638;2.0;46.60942;155.0;2.0;130.0;1.79062;62.5;131.0;61.891;161.2;46.1;62.576;121.1;46874.0;0.15488330417715576
2926;2926;2007;Saint Kitts and Nevis;Americas;72.0;9.0;9.78803;28.0;22.0;45.35553;9.8;54.23725;99.0;99.0;91.02926;12.39273;9.33844;99.0;98.5371;5.0;4.493510000000001;118.0;121.0;123.1;132.0;60.871;47.2;131.1;61.354000000000006;0.273;2.578;2.0;47.13274;157.5;2.0;131.0;1.76652;61.5;131.0;60.871;163.5;48.5;61.354000000000006;124.3;47015.0;0.15314261405934276
2927;2927;2008;Saint Kitts and Nevis;Americas;71.6;9.0;9.67915;26.0;22.0;44.61205;12.0;53.37525;98.0;99.0;91.68331;12.1028;9.19288;99.0;98.54956;6.0;4.43704;118.0;121.0;124.5;132.8;59.64000000000001;49.5;133.8;60.132000000000005;0.272;2.551;2.0;47.87867;159.9;2.0;131.0;1.74981;60.5;131.0;59.64000000000001;165.7;50.9;60.132000000000005;127.3;47156.0;0.1518364577148189
2928;2928;2009;Saint Kitts and Nevis;Americas;71.10000000000001;9.0;9.60524;26.0;22.0;44.135850000000005;9.7;52.78085;95.0;98.0;92.33737;11.88562;9.05131;99.0;98.56202;5.0;4.40038;118.0;121.0;125.7;133.6;58.52900000000001;51.7;136.5;59.09;0.26;2.536;2.0;48.586490000000005;162.39999999999998;2.0;131.0;1.73817;59.6;131.0;58.52900000000001;167.8;53.3;59.09;130.2;47286.0;0.15036162923486868
2929;2929;2010;Saint Kitts and Nevis;Americas;70.5;8.0;9.56017;26.0;20.0;43.83506;4.9;52.39564;91.0;96.0;92.99143;11.73773;8.94893;99.0;98.57448;2.0;4.37945;118.0;121.0;126.7;134.10000000000002;57.53499999999999;53.7;138.8;58.084;0.259;2.518;2.0;49.28347000000001;164.6;2.0;131.0;1.72964;58.9;131.0;57.53499999999999;169.8;55.3;58.084;132.6;47403.0;0.14872476425542688
2930;2930;2011;Saint Kitts and Nevis;Americas;68.4;8.0;9.5311;24.0;20.0;43.69182;2.4;52.18645;99.0;98.0;93.64548;11.6661;8.87796;99.0;98.58694;1.0;4.36799;119.0;121.0;127.5;134.5;55.373;55.6;140.8;55.739;0.256;2.459;2.0;49.84594;166.60000000000002;2.0;131.0;1.72319;57.3;132.0;55.373;171.60000000000002;57.3;55.739;134.8;47581.0;0.14375486013324648
2931;2931;2012;Saint Kitts and Nevis;Americas;67.19999999999999;8.0;9.52046;24.0;20.0;43.57123;4.8;52.06286;98.0;98.0;94.29954;11.60891;8.82905;95.0;98.5994;2.0;4.36489;119.0;122.0;128.0;134.8;54.052;57.4;142.4;54.717000000000006;0.255;2.4160000000000004;2.0;50.09465;168.5;2.0;131.0;1.72005;56.3;132.0;54.052;173.4;59.1;54.717000000000006;136.6;47727.0;0.14080080457602615
2932;2932;2013;Saint Kitts and Nevis;Americas;65.4;8.0;9.49683;24.0;20.0;43.41313;0.0;51.84629;97.0;97.0;94.95359;11.57594;8.77255;99.0;98.61185;0.0;4.35216;119.0;122.0;128.5;134.8;52.17;58.9;143.8;52.813;0.243;2.341;2.0;50.11303;170.29999999999998;2.0;132.0;1.7168;55.2;132.0;52.17;174.89999999999998;60.6;52.813;138.3;47767.0;0.13691460631816946
2933;2933;2014;Saint Kitts and Nevis;Americas;63.900000000000006;8.0;9.45274;22.0;20.0;43.07232;17.0;51.442440000000005;96.0;98.0;94.95359;11.49873;8.69773;93.0;98.61185;8.0;4.32634;120.0;122.0;129.3;134.9;50.839;60.3;144.8;51.48;0.241;2.278;2.0;50.03494;172.1;2.0;132.0;1.70864;54.2;132.0;50.839;176.3;61.9;51.48;139.7;47789.0;0.1337127790914227
2934;2934;2015;Saint Kitts and Nevis;Americas;63.1;7.0;9.361;22.0;18.0;42.51018;4.8;50.75072;91.0;94.0;94.95359;11.3639;8.62207;95.0;98.61185;2.0;4.27381;120.0;122.0;130.1;134.9;50.546;61.6;145.5;51.086000000000006;0.24;2.246;2.0;49.63789;173.8;2.0;132.0;1.6939;54.0;132.0;50.546;177.5;63.00000000000001;51.086000000000006;141.0;47790.0;0.13203599079305295
2935;2935;2016;Saint Kitts and Nevis;Americas;62.0;7.0;9.23613;22.0;18.0;41.73332;0.0;49.75992;99.0;98.0;94.95359;11.16561;8.49188;98.0;98.61185;0.0;4.20197;120.0;122.0;131.0;135.0;50.221;62.7;146.0;50.759;0.238;2.193;2.0;48.92084;175.4;2.0;132.0;1.67476;53.5;132.0;50.221;178.6;63.9;50.759;142.3;47788.0;0.12973968360257804
2936;2936;2017;Saint Kitts and Nevis;Americas;61.1;7.0;9.0995;20.0;18.0;40.83343;2.4;48.65817;97.0;98.0;94.95359;10.91871;8.35991;93.0;98.61185;1.0;4.12374;120.0;122.0;132.2;135.1;50.233;63.6;146.3;50.66;0.237;2.157;2.0;47.97513;177.0;2.0;132.0;1.65282;53.3;132.0;50.233;179.5;64.9;50.66;143.3;47785.0;0.1278643925918175
2937;2937;2018;Saint Kitts and Nevis;Americas;61.2;7.0;8.9442;20.0;16.0;39.84569;0.0;47.45013;98.0;98.0;;10.6617;8.21988;96.0;;0.0;4.03916;120.0;122.0;133.5;135.2;51.296;64.89999999999999;146.5;51.813;0.237;2.131;2.0;47.01793;178.60000000000002;2.0;132.0;1.62842;54.0;132.0;51.296;180.4;65.7;51.813;144.3;47761.0;0.12813802056070853
2938;2938;2019;Saint Kitts and Nevis;Americas;61.2;6.0;8.77916;20.0;16.0;38.86376;4.8;46.22575;97.0;97.0;;10.37699;8.09066;97.0;;2.0;3.95294;120.0;122.0;134.7;135.3;52.321000000000005;66.3;146.8;52.858;0.236;2.104;2.0;45.9161;180.2;2.0;132.0;1.6034;54.5;132.0;52.321000000000005;181.1;66.8;52.858;145.5;47712.0;0.12826961770623743
2939;2939;2000;Saint Kitts and Nevis;Americas;76.5;14.0;11.78195;40.0;34.0;59.50816;0.0;71.28529;99.0;99.0;86.45086;16.63658;11.15121;99.0;98.44989;0.0;5.58968;118.0;120.0;117.3;124.8;68.49099999999999;30.7;106.7;69.129;0.318;3.225;4.0;46.43956;143.7;4.0;130.0;2.07199;67.19999999999999;130.0;68.49099999999999;147.2;31.2;69.129;103.5;45461.0;0.16827610479311939
3240;3240;2004;Kiribati;Western Pacific;156.4;72.0;34.347120000000004;346.0;264.0;147.40275;428.0;192.6922;61.0;62.0;110.33075;26.0087;16.91154;56.0;194.17563;410.0;20.41247;108.0;112.0;83.3;91.5;111.433;21.3;51.1;116.219;2.176;16.892;36.0;76.65778;86.8;22.0;125.0;4.69363;129.0;126.0;111.433;91.0;22.1;116.219;46.6;96224.0;0.1625374127036914
3241;3241;2001;Kiribati;Western Pacific;156.1;74.0;35.25116;360.0;272.0;151.33912;275.0;198.80386;88.0;85.0;102.81769;27.29384;17.44128;76.0;186.24234;250.0;21.00643;108.0;112.0;79.2;89.1;113.218;19.9;50.3;118.035;2.127;18.733;34.0;78.19786;82.19999999999999;22.0;125.0;4.80003;130.2;126.0;113.218;86.7;20.6;118.035;45.400000000000006;90531.0;0.17242712441042293
3242;3242;2002;Kiribati;Western Pacific;155.7;72.0;34.75936;352.0;266.0;149.1744;281.0;195.3972;96.0;77.0;105.32198;26.77533;17.26814;88.0;188.88642;260.0;20.68326;108.0;112.0;80.3;89.7;112.318;20.4;50.6;117.24;2.131;18.154;34.0;77.38233;83.7;22.0;125.0;4.74177;129.89999999999998;126.0;112.318;88.19999999999999;21.2;117.24;45.7;92400.0;0.1685064935064935
3243;3243;2003;Kiribati;Western Pacific;155.7;70.0;34.45416;344.0;262.0;147.81682999999998;400.0;193.38331;79.0;70.0;107.82641999999998;26.33333;17.07553;72.0;191.53095;380.0;20.48265;108.0;112.0;81.6;90.5;111.70999999999998;20.8;50.900000000000006;116.467;2.147;17.372;34.0;76.86097999999998;85.3;22.0;125.0;4.70471;129.4;126.0;111.70999999999998;89.69999999999999;21.6;116.467;46.2;94302.0;0.1651078450085894
3244;3244;2005;Kiribati;Western Pacific;157.20000000000002;73.0;34.4139;356.0;274.0;147.68531;450.0;193.1685;74.0;79.0;112.83471;25.83738;16.77192;85.0;196.82017;440.0;20.45593;108.0;113.0;85.2;92.9;111.576;21.5;51.4;116.483;2.207;17.006;36.0;76.74466;88.2;22.0;125.0;4.69902;128.7;126.0;111.576;92.3;22.4;116.483;46.900000000000006;98164.0;0.1601401735870584
3245;3245;2006;Kiribati;Western Pacific;158.10000000000002;75.0;34.58036;366.0;284.0;148.3918;501.0;194.30734;86.0;86.0;115.44942;25.68475;16.65899;61.0;199.60191;500.0;20.56424;108.0;113.0;87.19999999999999;94.7;112.365;21.8;51.5;117.216;2.251;16.468000000000004;36.0;77.00227;89.5;22.0;125.0;4.71984;128.8;126.0;112.365;93.6;22.7;117.216;47.1;100083.0;0.15796888582476548
3246;3246;2007;Kiribati;Western Pacific;159.0;78.0;34.751200000000004;382.0;296.0;149.16496;433.0;195.4401;93.0;94.0;118.14645;25.5999;16.55529;93.0;202.49515;440.0;20.67547;108.0;112.0;89.5;96.7;112.979;21.8;51.5;118.085;2.297;17.441;36.0;77.27374;90.6;24.0;125.0;4.74058;128.7;126.0;112.979;94.70000000000002;22.7;118.085;47.1;101998.0;0.1558854095178337
3247;3247;2008;Kiribati;Western Pacific;159.60000000000002;81.0;34.83372;396.0;308.0;149.51335;424.0;195.91834;74.0;82.0;119.7686;25.55236;16.48656;72.0;205.29999;440.0;20.72848;108.0;112.0;91.9;98.8;113.674;21.7;51.5;118.72699999999998;2.353;19.308;36.0;77.41304000000001;91.70000000000002;24.0;125.0;4.74616;128.8;126.0;113.674;95.7;22.7;118.72699999999998;47.1;103966.0;0.153511724987015
3248;3248;2009;Kiribati;Western Pacific;159.7;83.0;34.70941;408.0;316.0;148.96608;344.0;195.14314;84.0;86.0;121.34369;25.42129;16.42832;82.0;207.85959;360.0;20.64552;108.0;112.0;94.4;101.2;114.594;21.5;51.2;119.58400000000002;2.41;21.152;34.0;77.22647;92.7;24.0;125.0;4.72828;128.9;126.0;114.594;96.6;22.6;119.58400000000002;47.0;105996.0;0.150666062870297
3249;3249;2010;Kiribati;Western Pacific;159.4;84.0;34.42316;414.0;322.0;147.54619;347.0;193.01862;95.0;91.0;122.87156;25.20439;16.30407;89.0;210.02056;380.0;20.45635;108.0;112.0;97.1;103.7;115.384;21.3;51.0;120.54;2.456;22.263;34.0;76.78973;93.5;24.0;125.0;4.6862;128.9;126.0;115.384;97.4;22.3;120.54;46.7;107995.0;0.14759942589934721
3250;3250;2011;Kiribati;Western Pacific;158.70000000000002;86.0;33.89535;418.0;326.0;145.34978;409.0;189.68776;95.0;99.0;124.35188;25.04615;16.26357;90.0;212.16351;450.0;20.10931;108.0;112.0;99.6;106.2;116.298;20.9;50.6;121.288;2.5;23.803;32.0;75.96139;94.3;24.0;125.0;4.63055;129.0;126.0;116.298;98.0;21.9;121.288;46.4;109871.0;0.14444211848440447
3251;3251;2012;Kiribati;Western Pacific;157.79999999999998;85.0;33.35459;418.0;324.0;142.92486000000002;407.0;185.92029;92.0;94.0;125.78423;24.72552;16.15319;91.0;214.2882;450.0;19.75505;108.0;112.0;102.1;108.6;117.267;20.6;50.0;122.18800000000002;2.522;24.133;34.0;75.09848000000001;94.7;22.0;125.0;4.56776;129.0;126.0;117.267;98.6;21.6;122.18800000000002;46.0;111618.0;0.14137504703542436
3252;3252;2013;Kiribati;Western Pacific;156.89999999999998;83.0;32.72162;410.0;318.0;140.04658999999998;472.0;181.74895;91.0;95.0;127.16753;24.34864;15.97435;91.0;216.39313;530.0;19.3402;108.0;112.0;104.7;111.20000000000002;118.053;20.200000000000003;49.5;123.094;2.551;23.566;34.0;74.075;95.1;22.0;125.0;4.49691;128.79999999999998;126.0;118.053;98.9;21.2;123.094;45.5;113311.0;0.13846846290298379
3253;3253;2014;Kiribati;Western Pacific;155.7;82.0;32.00875;400.0;310.0;136.86235000000002;473.0;177.01927;79.0;75.0;128.50206;23.9566;15.69492;88.0;218.47901;540.0;18.87276;108.0;112.0;107.2;113.8;119.01;19.8;48.900000000000006;123.988;2.589;22.86;34.0;72.90656;95.4;20.0;125.0;4.41439;128.7;126.0;119.01;99.2;20.8;123.988;44.9;114985.0;0.13540896638692002
3254;3254;2015;Kiribati;Western Pacific;154.5;80.0;31.31454;390.0;302.0;133.69055;559.0;172.37581999999998;80.0;78.0;129.78727;23.50308;15.33817;84.0;220.54528;650.0;18.41722;108.0;112.0;109.7;116.3;119.7;19.5;48.1;124.691;2.591;22.482;34.0;71.75791;95.7;20.0;125.0;4.33275;128.3;126.0;119.7;99.5;20.5;124.691;44.2;116707.0;0.13238280480176853
3255;3255;2016;Kiribati;Western Pacific;152.7;79.0;30.65796;382.0;298.0;130.72091;575.0;167.88053;82.0;81.0;131.02053999999998;23.06923;15.13661;80.0;222.58709;680.0;17.98647;108.0;113.0;112.6;118.9;120.365;19.200000000000003;47.5;125.234;2.579;21.805;36.0;70.66482;96.2;20.0;125.0;4.24364;127.5;126.0;120.365;99.8;20.1;125.234;43.8;118513.0;0.1288466244209496
3256;3256;2017;Kiribati;Western Pacific;151.2;78.0;29.90281;372.0;292.0;127.50391;422.0;163.0904;90.0;90.0;132.20139999999998;22.63916;14.91873;81.0;224.60298;510.0;17.49287;109.0;113.0;115.5;121.4;120.957;18.9;46.9;125.613;2.566;21.645;36.0;69.40111999999999;96.5;20.0;125.0;4.16162;126.9;125.0;120.957;99.9;19.9;125.613;43.4;120362.0;0.12562104318638773
3257;3257;2018;Kiribati;Western Pacific;149.70000000000002;77.0;29.17874;364.0;286.0;124.07032;349.0;158.25051000000002;93.0;95.0;133.33037;22.16335;14.69816;84.0;226.59337;430.0;17.0212;109.0;113.0;118.5;124.0;121.26;18.8;46.3;125.91;2.55;21.872;36.0;68.19197;96.8;20.0;125.0;4.07028;125.9;125.0;121.26;100.1;19.8;125.91;43.0;122261.0;0.12244297036667459
